,Authors,ArticleTitle,JournalTitle,JournalVolume,JournalDate,PUBID,Abstact,DOI
10,"Guofeng Li, Guangsuo Wang, Yanhua Guo, Shixuan Li, Youlong Zhang, Jialu Li, Bin Peng","Development of a novel prognostic score combining clinicopathologic variables, gene expression, and mutation profiles for lung adenocarcinoma.",,18,,PMID: 32950055,"Integrating phenotypic and genotypic information to improve prognostic prediction is under active investigation for lung adenocarcinoma (LUAD). In this study, we developed a new prognostic model for event-free survival (EFS) and recurrence-free survival (RFS) based on the combination of clinicopathologic variables, gene expression, and mutation data.",
11,"Tiantian Liu, Hao Wu, Jianni Qi, Chengyong Qin, Qiang Zhu",Seven immune-related genes prognostic power and correlation with tumor-infiltrating immune cells in hepatocellular carcinoma.,,9,,PMID: 32815653,"Given poor prognosis and the lack of efficient therapy for advanced hepatocellular carcinoma, immunotherapy has emerged as an increasingly important role. However, there were few reports on the correlation between immune-related genes and HCC. The purpose of this study is to construct a novel immune-related gene-based prognostic signature for HCC and to explore the potential mechanisms.",
12,"Xi Quan, Nan Zhang, Ying Chen, Hanqing Zeng, Jianchuan Deng",Development of an immune-related prognostic model for pediatric acute lymphoblastic leukemia patients.,,8,,PMID: 32666718,"Acute lymphoblastic leukemia (ALL) is the most common hematological malignancy in pediatrics, and immune-related genes (IRGs) play crucial role in its development. Our study aimed to identify prognostic immune biomarkers of pediatric ALL and construct a risk assessment model.",
13,"Xianwei Mo, Xiaoliang Huang, Yan Feng, Chunyin Wei, Haizhou Liu, Haiming Ru, Haiquan Qin, Hao Lai, Guo Wu, Weishun Xie, Franco Jeen, Yuan Lin, Jungang Liu, Weizhong Tang",Immune infiltration and immune gene signature predict the response to fluoropyrimidine-based chemotherapy in colorectal cancer patients.,,9,,PMID: 33117604,"Fluoropyrimidine-based chemotherapy is an essential component of systemic chemotherapy for colorectal cancer (CRC). The immune response is implicated in chemotherapy-induced cytotoxicity. Here, we reported an immune risk (Imm-R) model for prognostic prediction in patients receiving fluoropyrimidine-based chemotherapy. Gene expression profiles and corresponding clinical information were collected from four data sets and divided into training set (n = 183) and validation set (validation set1: n = 34; validation set2: n = 99). The composition of 22 tumor-infiltrating immune cells (TIICs) populations was characterized with the CIBERSORT deconvolution algorithm. A prognostic Imm-R model for predicting overall survival was established by performing least absolute shrinkage and selection operator (LASSO) penalized COX regression analysis. T follicular helper cells and M0 macrophages were associated with better survival, while eosinophils were associated with worse survival. TIICs signature was constructed based on the above three immune cell types. Furthermore, a Imm-R model was created by integrating TIICs signature with immune-related genes (IRGs), which effectively in distinguishing CRC patients with poorer prognosis. The Imm-R model was associated with activation of the TGF-beta signaling and suppression of DNA damage. Results of this research provide new insights into the role of immunity for in fluoropyrimidine-based chemotherapy as well as a useful tools to predict the outcome of CRC patients receiving fluoropyrimidine-based chemotherapy.",
14,"Yang Li, Jina Zheng, Chanjuan Gong, Kengfu Lan, Yuqing Shen, Xiaojun Ding",Development of an immunogenomic landscape for the competing endogenous RNAs network of peri-implantitis.,,21,,PMID: 33081707,"Peri-implantitis is an inflammation that occurs around the implant, resulting in varying degrees of inflammatory damage to the soft and hard tissues. The characteristic criterion is the loss of the supporting bone in an inflammatory environment. However, the specific mechanisms and biomarkers involved in peri-implantitis remain to be further studied. Recently, competing endogenous RNAs (ceRNA) and immune microenvironment have been found to play a more important role in the inflammatory process. In our study, we analyzed the expression of immune related microRNAs (miRNAs), long noncoding RNAs (lncRNAs) and message RNAs (mRNAs) in peri-implantitis by analyzing GSE33774 and GSE57631.",
15,"Nian Liu, Zijian Liu, Xinxin Liu, Xiaoru Duan, Yuqiong Huang, Zilin Jin, Yi Niu, Liling Zhang, Hongxiang Chen",Identification of an Immune-Related Prognostic Signature Associated With Immune Infiltration in Melanoma.,,11,,PMID: 33005180,"Melanoma is the leading cause of cancer-related death among skin tumors, with an increasing incidence worldwide. Few studies have effectively investigated the significance of an immune-related gene (IRG) signature for melanoma prognosis. Here, we constructed an IRGs prognostic signature using bioinformatics methods and evaluated and validated its predictive capability. Then, immune cell infiltration and tumor mutation burden (TMB) landscapes associated with this signature in melanoma were analyzed comprehensively. With the 10-IRG prognostic signature, melanoma patients in the low-risk group showed better survival with distinct features of high immune cell infiltration and TMB. Importantly, melanoma patients in this subgroup were significantly responsive to MAGE-A3 in the validation cohort. This immune-related prognostic signature is thus a reliable tool to predict melanoma prognosis; as the underlying mechanism of this signature is associated with immune infiltration and mutation burden, it might reflect the benefit of immunotherapy to patients.",
16,"Xiong Guo, Yujun Wang, Han Zhang, Chuan Qin, Anqi Cheng, Jianjun Liu, Xinglong Dai, Ziwei Wang",Identification of the Prognostic Value of Immune-Related Genes in Esophageal Cancer.,,11,,PMID: 32973887,"Esophageal cancer (EC) is a serious malignant tumor, both in terms of mortality and prognosis, and immune-related genes (IRGs) are key contributors to its development. In recent years, immunotherapy for tumors has been widely studied, but a practical prognostic model based on immune-related genes (IRGs) in EC has not been established and reported. This study aimed to develop an immunogenomic risk score for predicting survival outcomes among EC patients. In this study, we downloaded the transcriptome profiling data and matched clinical data of EC patients from The Cancer Genome Atlas (TCGA) database and found 4,094 differentially expressed genes (DEGs) between EC and normal esophageal tissue (p < 0.05 and fold change >2). Then, the intersection of DEGs and the immune genes in the ""ImmPort"" database resulted in 303 differentially expressed immune-related genes (DEIRGs). Next, through univariate Cox regression analysis of DEIRGs, we obtained 17 immune genes related to prognosis. We detected nine optimal survival-associated IRGs (HSPA6, CACYBP, DKK1, EGF, FGF19, GAST, OSM, ANGPTL3, NR2F2) by using Lasso regression and multivariate Cox regression analyses. Finally, we used those survival-associated IRGs to construct a risk model to predict the prognosis of EC patients. This model could accurately predict overall survival in EC and could be used as a classifier for the evaluation of low-risk and high-risk groups. In conclusion, we identified a practical and robust nine-gene prognostic model based on immune gene dataset. These genes may provide valuable biomarkers and prognostic predictors for EC patients and could be further studied to help understand the mechanism of EC occurrence and development.",
17,"Xueran Chen, Xiaoqing Fan, Chenggang Zhao, Zhiyang Zhao, Lizhu Hu, Delong Wang, Ruiting Wang, Zhiyou Fang",Molecular subtyping of glioblastoma based on immune-related genes for prognosis.,,10,,PMID: 32968155,"Glioblastoma (GBM) is associated with an increasing mortality and morbidity and is considered as an aggressive brain tumor. Recently, extensive studies have been carried out to examine the molecular biology of GBM, and the progression of GBM has been suggested to be correlated with the tumor immunophenotype in a variety of studies. Samples in the current study were extracted from the ImmPort and TCGA databases to identify immune-related genes affecting GBM prognosis. A total of 92 immune-related genes displaying a significant correlation with prognosis were mined, and a shrinkage estimate was conducted on them. Among them, the 14 most representative genes showed a marked correlation with patient prognosis, and LASSO and stepwise regression analysis was carried out to further identify the genes for the construction of a predictive GBM prognosis model. Then, samples in training and test cohorts were incorporated into the model and divided to evaluate the efficiency, stability, and accuracy of the model to predict and classify the prognosis of patients and to identify the relevant immune features according to the median value of RiskScore (namely, Risk-H and Risk-L). In addition, the constructed model was able to instruct clinicians in diagnosis and prognosis prediction for various immunophenotypes.",
18,"Pedro D Maia, Sneha Pandya, Benjamin Freeze, Justin Torok, Ajay Gupta, Yashar Zeighami, Ashish Raj",Origins of atrophy in Parkinson linked to early onset and local transcription patterns.,,2,,PMID: 32954322,"There is enormous clinical value in inferring the brain regions initially atrophied in Parkinson disease for individual patients and understanding its relationship with clinical and genetic risk factors. The aim of this study is to leverage a new seed-inference algorithm demonstrated for Alzheimer's disease to the Parkinsonian context and to cluster patients in meaningful subgroups based on these incipient atrophy patterns. Instead of testing brain regions separately as the likely initiation site for each patient, we solve an L1-penalized optimization problem that can return a more predictive heterogeneous, multi-locus seed patterns. A cluster analysis of the individual seed patterns reveals two distinct subgroups (S1 versus S2). The S1 subgroup is characterized by the involvement of the brainstem and ventral nuclei, and S2 by cortex and striatum. Post hoc analysis in features not included in the clustering shows significant differences between subgroups regarding age of onset and local transcriptional patterns of Parkinson-related genes. Top genes associated with regional microglial abundance are strongly associated with subgroup S1 but not with S2. Our results suggest two distinct aetiological mechanisms operative in Parkinson disease. The interplay between immune-related genes, lysosomal genes, microglial abundance and atrophy initiation sites may explain why the age of onset for patients in S1 is on average 4.5 years later than for those in S2. We highlight and compare the most prominently affected brain regions for both subgroups. Altogether, our findings may improve current screening strategies for early Parkinson onsetters.",
19,"Weimin Zhong, Bin Chen, Hongbin Zhong, Chaoqun Huang, Jianqiong Lin, Maoshu Zhu, Miaoxuan Chen, Ying Lin, Yao Lin, Jiyi Huang",Identification of 12 immune-related lncRNAs and molecular subtypes for the clear cell renal cell carcinoma based on RNA sequencing data.,,10,,PMID: 32879362,"Clear cell renal cell carcinoma (ccRCC) is the most common type of renal cell carcinoma (RCC). Despite the existing extensive research, the molecular and pathogenic mechanisms of ccRCC are elusive. We aimed to identify the immune-related lncRNA signature and molecular subtypes associated with ccRCC. By integrating 4 microarray datasets from Gene Expression Omnibus database, we identified 49 immune-related genes. The corresponding immune-related lncRNAs were further identified in the TCGA dataset. 12-lncRNAs prognostic and independent signature was identified through survival analysis and survival difference between risk groups was further identified based on the risk score. Besides, we identified 3Â molecular subtypes and survival analysis result showed that cluster 2 has a better survival outcome. Further, ssGSEA enrichment analysis for the immune-associated gene sets revealed that cluster 1 corresponded to a high immune infiltration level. While cluster 2 and cluster 3 corresponded to low and medium immune infiltration level, respectively. In addition, we validated the 12-lncRNA prognostic signature and molecular subtypes in an external validation dataset from the ICGC database. In summary, we identified a 12-lncRNA prognostic signature which may provide new insights into the molecular mechanisms of ccRCC and the molecular subtypes provided a theoretical basis for personalized treatment by clinicians.",
20,"Bhavjinder K Dhillon, Maren Smith, Arjun Baghela, Amy H Y Lee, Robert E W Hancock",Systems Biology Approaches to Understanding the Human Immune System.,,11,,PMID: 32849587,"Systems biology is an approach to interrogate complex biological systems through large-scale quantification of numerous biomolecules. The immune system involves >1,500 genes/proteins in many interconnected pathways and processes, and a systems-level approach is critical in broadening our understanding of the immune response to vaccination. Changes in molecular pathways can be detected using high-throughput omics datasets (e.g., transcriptomics, proteomics, and metabolomics) by using methods such as pathway enrichment, network analysis, machine learning, etc. Importantly, integration of multiple omic datasets is becoming key to revealing novel biological insights. In this perspective article, we highlight the use of protein-protein interaction (PPI) networks as a multi-omics integration approach to unravel information flow and mechanisms during complex biological events, with a focus on the immune system. This involves a combination of tools, including: InnateDB, a database of curated interactions between genes and protein products involved in the innate immunity; NetworkAnalyst, a visualization and analysis platform for InnateDB interactions; and MetaBridge, a tool to integrate metabolite data into PPI networks. The application of these systems techniques is demonstrated for a variety of biological questions, including: the developmental trajectory of neonates during the first week of life, mechanisms in host-pathogen interaction, disease prognosis, biomarker discovery, and drug discovery and repurposing. Overall, systems biology analyses of omics data have been applied to a variety of immunology-related questions, and here we demonstrate the numerous ways in which PPI network analysis can be a powerful tool in contributing to our understanding of the immune system and the study of vaccines.",
21,"Zicheng Hu, Alice Tang, Jaiveer Singh, Sanchita Bhattacharya, Atul J Butte",A robust and interpretable end-to-end deep learning model for cytometry data.,,117,,PMID: 32801215,"Cytometry technologies are essential tools for immunology research, providing high-throughput measurements of the immune cells at the single-cell level. Existing approaches in interpreting and using cytometry measurements include manual or automated gating to identify cell subsets from the cytometry data, providing highly intuitive results but may lead to significant information loss, in that additional details in measured or correlated cell signals might be missed. In this study, we propose and test a deep convolutional neural network for analyzing cytometry data in an end-to-end fashion, allowing a direct association between raw cytometry data and the clinical outcome of interest. Using nine large cytometry by time-of-flight mass spectrometry or mass cytometry (CyTOF) studies from the open-access ImmPort database, we demonstrated that the deep convolutional neural network model can accurately diagnose the latent cytomegalovirus (CMV) in healthy individuals, even when using highly heterogeneous data from different studies. In addition, we developed a permutation-based method for interpreting the deep convolutional neural network model. We were able to identify a CD27- CD94+ CD8+ T cell population significantly associated with latent CMV infection, confirming the findings in previous studies. Finally, we provide a tutorial for creating, training, and interpreting the tailored deep learning model for cytometry data using Keras and TensorFlow (https://github.com/hzc363/DeepLearningCyTOF).",
22,"Yuan-Lin Sun, Yang Zhang, Yu-Chen Guo, Zi-Hao Yang, Yue-Chao Xu",A Prognostic Model Based on the Immune-related Genes in Colon Adenocarcinoma.,,17,,PMID: 32788867,"Background: Immune-related genes (IRGs) are critically involved in the tumor microenvironment (TME) of colon adenocarcinoma (COAD). Here, the study was mainly designed to establish a prognostic model of IRGs to predict the survival of COAD patients. Methods: The Cancer Genome Atlas (TCGA), Immunology Database and Analysis Portal (ImmPort) database, and Cistrome database were utilized for extracting data regarding the expression of immune gene- and tumor-related transcription factors (TFs), aimed at the identification of differentially expressed genes (DEGs), differentially expressed IRGs (DEIRGs), and differentially expressed TFs (DETFs). Univariate Cox regression analysis was subsequently performed for the acquisition of prognosis-related IRGs, followed by establishment of TF regulatory network for uncovering the possible molecular regulatory association in COAD. Subsequently, multivariate Cox regression analysis was conducted to further determine the role of prognosis-related IRGs for prognostic prediction in COAD. Finally, the feasibility of a prognostic model with immunocytes was explored by immunocyte infiltration analysis. Results: A total of 2450 DEGs, 8 DETFs, and 79 DEIRGs were extracted from the corresponding databases. Univariate Cox regression analysis revealed 11 prognosis-related IRGs, followed by establishment of a regulatory network on prognosis-related IRGs at transcriptional levels. Functionally, IRG GLP2R was negatively modulated by TF MYH11, whereas IRG TDGF1 was positively modulated by TF TFAP2A. Multivariate Cox regression analysis was subsequently performed to establish a prognostic model on the basis of seven prognosis-related IRGs (GLP2R, ESM1, TDGF1, SLC10A2, INHBA, STC2, and CXCL1). Moreover, correlation analysis of immunocyte infiltration also revealed that the seven-IRG prognostic model was positively associated with five types of immunocytes (dendritic cell, macrophage, CD4 T cell, CD8 T cell, and neutrophil), which may directly reflect tumor immune state in COAD. Conclusions: Our present findings indicate that the prognostic model based on prognosis-related IRGs plays a crucial role in the clinical supervision and prognostic prediction of COAD patients at both molecular and cellular levels.",
